index,question_flag,answer_flag,interjection_flag,speech_flag,petition_flag,quote_flag,motionnospeech_flag,chamber_flag,name,name.id,electorate,party,role,page.no,content,subdebateinfo,debateinfo,path,Speaker,Time,Speaker_1,Time_1
48,0,0,0,1,0,0,0,1,"COOK, Joseph","F4S","Parramatta","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9589,"- The honorable member did say so. Otherwise his retort that we are anxious to make these people pay their share of taxation does not hold good. What, then, becomes of the honorable members attempt at logic? In one breath he tells the committee that tools of trade can be manufactured cheaper within the Commonwealth than they can be imported, and in the next he wants to know why the manufacturers should not pay duty upon them. Every speech which the honorable member makes contains two or three of these absurdities. He studiously avoided the point raised by the honorable and learned member for Werriwa, who asked why the 11,000 persons engaged in the bootmaking industry should be subjected to an additional impost for the purpose of providing employment to 25 or 30 men who are occupied in the manufacture of these machines.","Majority ... ... ...1","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[4]/speech[9]/talk.start/para","N/A","N/A","N/A","N/A"
49,0,0,1,0,0,0,0,1,"MAUGER, Samuel","KNJ","N/A","N/A","N/A",9589,"- That is pure guesswork.","Majority ... ... ...1","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[4]/speech[9]/interjection/talk.start/para","N/A","N/A","N/A","N/A"
50,0,0,0,1,0,0,0,1,"COOK, Joseph","F4S","N/A","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9589,"- I am quoting the statement of the honorable and learned member for Werriwa. If it is not correct, the honorable member for Melbourne Ports, as the secretary of the Protectionists Association, ought to be able to controvert it. We plead that these tools of trade should be admitted free for the reason that we believe their products should also be so admitted. That is a reasonable position to take up. I claim that the tools of trade and all the raw materials which enter into the making of boots should be exempt from duty, to enable the manufacturers to work to the best possible advantage.Question - That the exemptions proposed by Sir Malcolm McEacharn be added - put. The committee divided -","Majority ... ... ...1","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[4]/speech[9]/continue/talk.start/para","N/A","N/A","N/A","N/A"
51,0,0,1,0,0,0,0,1,"CONROY, Alfred","K4E","N/A","N/A","N/A",9590,"- Before the vote is taken, Mr. Chairman, I desire to have your ruling whether, in view of Standing Order 294, the honorable member for Melbourne, who moved this amendment, can vote against it?","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/interjection[1]/talk.start/para","N/A","N/A","N/A","N/A"
52,0,0,1,0,0,0,0,1,"MCEACHARN, Malcolm","KQU","N/A","N/A","N/A",9590,"- After the explanation which I have heard, I am bound to vote against it.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/interjection[2]/talk.start/para","N/A","N/A","N/A","N/A"
53,0,0,0,1,0,0,0,1,"CHAIRMAN, The",10000,"N/A","N/A","N/A",9590,"- The honorable member for Melbourne is at liberty to vote as he thinks fit upon the amendment.N/AN/AN/AQuestion so resolved in the negative.Amendment negatived.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[1]/talk.start/para","N/A","N/A","N/A","N/A"
54,0,0,0,1,0,0,0,1,"PHILLIPS, Pharez","KY8","Wimmera","N/A","N/A",9590,"- On behalf of the honorable member for Echuca, I move -That the following exemptions be added : -  Hollow- ware iron, being oval boilers, camp ovens, digesters, kettles ; brazing, fry, maslin, preserving, sauce, and stew pans ; Danish, French, glue, oval, plumbers stock, and three-legged pots; tea kitcheners or fountains, and gridirons.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[2]/talk.start/para","N/A","N/A","N/A","N/A"
55,0,0,1,0,0,0,0,1,"COOK, Joseph","F4S","N/A","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9590,"- On a point of order, Mr. Chairman, I submit that the honorable member for Wimmera cannot move this amendment, unless he has been requested to do so by the honorable member for Echuca, in whose name it stands. .","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[2]/interjection[1]/talk.start/para","N/A","N/A","N/A","N/A"
56,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9590,"- The honorable member for Echuca, who is unable to be present, sent a message requesting that the amendment standing in his name should be moved in his absence. In these circumstances I suggested that it should be moved by the honorable member for Wimmera, who has a similar amendment lower down in the list.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[2]/interjection[2]/talk.start/para","N/A","N/A","N/A","N/A"
57,0,0,0,1,0,0,0,1,"MCMILLAN, William","L2G","Wentworth","N/A","N/A",9590,"- I think the honorable member for Wimmera should give us an explanation in regard to some of these articles. For instance we have  three-legged pots  figuring in this list of proposed exemptions. What have four-legged pots done that they should not also be exempted 1 We cannot be expected to know everything, and I should like to learn what are the  digesters, which it is proposed to exempt ?Mr. PHILLIPS(Wimmera).- I understand that there is no hollowware iron manufactured in the Commonwealth. The Minister for Trade and Customs said, when the matter was brought under his notice, that the item embraced a large number of articles ; this list has been handed to the honorable member for Echuca by the Hardware Association, as covering all articles which come under this heading.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[3]/talk.start/para","N/A","N/A","N/A","N/A"
58,0,0,0,1,0,0,0,1,"TURNER, George","KWT","N/A","Protectionist","N/A",9590,"- Our information is that some of these articles are being made in South Australia ; but whether they are being manufactured within the Commonwealth or not, they are fair subjects upon which to impose some duty in order to assist the revenue. They are not like ordinary tools of trade with which people have to earn their living, and which the committee have very wisely determined shall be non-dutiable if they are not made here, the desire of honorable members being that our industries may be assisted as much as possible. The articles comprised in the amendment, however, are used by all classes of the community. Some of them are very valuable, while others are of a poorer kind. I see no reason why they should not bear some duty in any event, and as they are being manufactured within the Commonwealth, the Government consider that a duty of 20 per cent, is not unreasonable.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[4]/talk.start/para","N/A","N/A","N/A","N/A"
59,0,0,0,1,0,0,0,1,"SMITH, Sydney","L2I","Macquarie","FT","N/A",9591,"- I think it is only fair that the information upon which the Treasurer bases his statement that some of these articles can be manufactured in South Australia, should be laid upon the table so that the committee may understand the position. Night after night, when a proposal is made for the exemption of some articles, one of the Ministers looks through his papers and makes the statement,  I have information here showing that this article can be manufactured in Australia. The committee know nothing about the matter, and as the Minister practically decides the question upon the information to which he refers, he should place that information before us. I do not say that that course should be followed in regard to this particular item, but it is only fair that Ministers should place before the committee any information in their possession relating to an industry affected by any item under discussion. They should show the number of people employed in the industry, and the prices of the local product as compared with the imported article.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[5]/talk.start/para","N/A","N/A","N/A","N/A"
60,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9591,"- It would be impossible to do that.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[5]/interjection/talk.start/para","N/A","N/A","N/A","N/A"
61,0,0,0,1,0,0,0,1,"SMITH, Sydney","L2I","N/A","FT","N/A",9591,"- A few evenings ago the honorable member for Darling Downs mentioned that certain articles could be manufactured in Queensland. The honorable member for Melbourne said immediately -  If that is so I will not persist in moving my amendment to place the articles referred to upon the free list. If the information in the possession of a Minister is of sufficient importance to influence his decision, we who are here to vote on the question should be placed in full possession of the facts. Ministers never tell us from whom their information is derived, or who the manufacturers are. I trust that in relation to the larger items more particularly, Ministers will place before the committee any information upon which they rely, so that we may be able to decide the matter for ourselves.","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[5]/continue/talk.start/para","N/A","N/A","N/A","N/A"
62,0,0,0,1,0,0,0,1,"WILKS, William","L17","Dalley","N/A","N/A",9591,"- I think this is an occasion upon which free-traders may well hesitate. We have had no statement from the honorable member for Wimmera showing why these particular articles should be placed on the free list. I regret that the honorable member for Echuca, in whose name this amendment stands on the printed list, is not here to defend it. We know that he has had Ministerial experience, and that he is a protectionist of repute. The question of the way in, which I should cast my vote upon this proposal gives me great concern, and I consider that we are well in order in asking for more information. The acting leader of the Opposition has referred to the three-legged pots which it is proposed to exempt. I desire to know why braziers - members of a time-honoured craft - should receive no consideration? The fiery harangues of the Minister for Trade and Customs have not divorced me from my free-trade principles, but I hesitate in regard to some of these proposals. It would be a good idea for revenue purposes alone to place some of these items under duty. I have noticed the right honorable Treasurer anxiously watching the course pursued by his colleague, the Minister for Trade and Customs, in an endeavour to impose a well-thought-out protectionist policy upon Australia, because the right honorable gentleman is afraid that he may not receive the necessary revenue. It has been the custom here for honorable members, in discussing an item on the Tariff, to supply the committee with technical information concerning it. I am unable to offer much technical information on this subject, but I have some historical information which may supply a reason why the honorable members for Echuca and Wimmera are advocating that three-legged gluepots should be placed upon the free list. I find that the gluepot is second in importance to the peacocks feather, as an ancient religious symbol in China. It is therefore clear that the denizens of Little Bourke-street may be expected to be specially interested in this symbolic glue-pot, and I would like to understand whether the proposal that it should be placed on the free list is made in the interests of those who use gluepots, or in the interests of those who manufacture them. The freetraders of New South Wales are extremely anxious that no industry shall be ruthlessly destroyed, and I have been astonished that a protectionist of high repute like the honorable member for Echuca, who carries with him ex-Ministerial authority, should at this stage sell himself to the Philistines. A graduated scale of duty has been Suggested, and I make a similar suggestion for the purpose of dealing with this matter. I suggest that gluepots without legs might be admitted free ; those with, one leg might have a duty of 10 per cent, imposed upon them, those with two legs 15 per cent., and those with three legs 20 per cent. This suggestion will be an encouragement to local industry, and the graduated scale is in keeping with the principles of scientific protection. If it is right that ironworkers, brass finishers, and persons belonging to other crafts, should be assisted in this way, what has the brazier done that he should not receive some consideration ? There may be twenty persons employed in this industry, -and the honorable member for Melbourne told us that so long as he received information that there was an industry in existence in the Commonwealth, he was prepared to support it. It may be considered straining a point that I, as a free-trader, should take a stand on behalf of the braziers, who apparently have no representative here, no powerful union or association, and no attentive secretary to look after their welfare in the settlement of this Tariff. I think, however, that I may, as a free-trader, sacrifice a little of my principles for the sake of revenue, and try to prevent three-legged gluepots from being placed on the free list. The craftsmen who manufacture these pots ought to be protected as well as those engaged in other , industries in the Commonwealth. If that is not so, are we to understand that the intention of the honorable member for Echuca is- to assist only the user and the religious believer in the gluepot ? Honorable members will see that if that argument is pressed, it may be suggested that such a proposal will give rise to racial strife. I should like to ask if I should be in order when we come to the consideration of this item to move that one of the legs be struck off?","Majority","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/speech[6]/talk.start/para","N/A","N/A","N/A","N/A"
